index,latency,recv-time,recv-size
1,0.000602,0.000602,1642208179510143929,18
2,0.000495,0.000107,1642208179606508262,18
3,0.000503,7.999999999999978e-06,1642208179706835257,18
4,0.000494,9.000000000000002e-06,1642208179807072612,18
5,0.000483,1.0999999999999996e-05,1642208179907355875,18
6,0.000482,9.9999999999997e-07,1642208180007749725,18
7,0.000498,1.5999999999999955e-05,1642208180108203938,18
8,0.000482,1.5999999999999955e-05,1642208180208506515,18
9,0.000337,0.000145,1642208180308547009,18
10,0.000484,0.000147,1642208180409170314,18
11,0.000496,1.200000000000002e-05,1642208180509502260,18
12,0.000484,1.200000000000002e-05,1642208180609867532,18
13,0.000483,1.0000000000000243e-06,1642208180710216719,18
14,0.00036,0.00012299999999999995,1642208180810340835,18
15,0.000481,0.00012099999999999996,1642208180910864520,18
16,0.000484,3.0000000000000187e-06,1642208181011279650,18
17,0.000492,8.000000000000032e-06,1642208181111643711,18
18,0.000304,0.00018800000000000002,1642208181211601557,18
19,0.000408,0.00010399999999999998,1642208181312122108,18
20,0.000395,1.299999999999999e-05,1642208181412422213,18
21,0.000322,7.299999999999999e-05,1642208181512540288,18
22,0.000297,2.500000000000001e-05,1642208181612816612,18
23,0.000287,1.0000000000000026e-05,1642208181713132745,18
24,0.000389,0.00010200000000000004,1642208181813729644,18
25,0.000483,9.399999999999995e-05,1642208181914200167,18
26,0.00048,2.9999999999999645e-06,1642208182014523252,18
27,0.000508,2.7999999999999976e-05,1642208182115030684,18
28,0.000483,2.500000000000001e-05,1642208182215236542,18
29,0.000494,1.0999999999999996e-05,1642208182315652353,18
30,0.00032,0.00017399999999999995,1642208182415544433,18
31,0.000352,3.1999999999999965e-05,1642208182515925637,18
32,0.000347,5.000000000000013e-06,1642208182616231659,18
33,0.000313,3.399999999999996e-05,1642208182716469401,18
34,0.000322,9.000000000000002e-06,1642208182816900957,18
35,0.000311,1.0999999999999996e-05,1642208182917293860,18
36,0.000353,4.199999999999999e-05,1642208183017580793,18
37,0.0003,5.300000000000004e-05,1642208183117877656,18
38,0.000358,5.8e-05,1642208183218251058,18
39,0.000358,0.0,1642208183318499292,18
40,0.000325,3.299999999999999e-05,1642208183418719397,18
41,0.000371,4.6000000000000034e-05,1642208183519077178,18
42,0.000353,1.8000000000000004e-05,1642208183619506107,18
43,0.000502,0.00014899999999999994,1642208183720111727,18
44,0.000491,1.0999999999999942e-05,1642208183820328888,18
45,0.000482,9.000000000000002e-06,1642208183920579436,18
46,0.000486,3.999999999999989e-06,1642208184020953845,18
47,0.000532,4.6000000000000034e-05,1642208184121389193,18
48,0.000486,4.6000000000000034e-05,1642208184221663051,18
49,0.000493,6.999999999999953e-06,1642208184322024505,18
50,0.000495,2.0000000000000486e-06,1642208184422326300,18
51,0.000367,0.00012800000000000002,1642208184522344147,18
52,0.000349,1.799999999999995e-05,1642208184622677094,18
53,0.00052,0.00017099999999999993,1642208184723364644,18
54,0.000482,3.799999999999995e-05,1642208184823623624,18
55,0.000495,1.299999999999999e-05,1642208184924012200,18
56,0.000384,0.00011099999999999999,1642208185024047788,18
57,0.000491,0.000107,1642208185124669221,18
58,0.000494,2.9999999999999645e-06,1642208185225032392,18
59,0.000338,0.000156,1642208185324961899,18
60,0.000499,0.000161,1642208185425646852,18
61,0.000479,1.9999999999999998e-05,1642208185525905446,18
62,0.000479,0.0,1642208185626243213,18
63,0.000528,4.900000000000005e-05,1642208185726712998,18
64,0.000484,4.400000000000004e-05,1642208185826955415,18
65,0.000479,5.000000000000013e-06,1642208185927260239,18
66,0.000361,0.000118,1642208186027367621,18
67,0.000497,0.00013600000000000005,1642208186128094175,18
68,0.0005,2.9999999999999645e-06,1642208186228378558,18
69,0.000487,1.299999999999999e-05,1642208186328591661,18
70,0.000318,0.00016900000000000004,1642208186428600509,18
71,0.000481,0.000163,1642208186529240729,18
72,0.0005,1.9000000000000028e-05,1642208186629669683,18
73,0.000492,7.999999999999978e-06,1642208186730024671,18
74,0.000481,1.100000000000005e-05,1642208186830307165,18
75,0.000351,0.00012999999999999996,1642208186930380547,18
76,0.000485,0.000134,1642208187030967387,18
77,0.000486,9.9999999999997e-07,1642208187131370507,18
78,0.000485,9.9999999999997e-07,1642208187231688643,18
79,0.000425,6.000000000000005e-05,1642208187331853663,18
80,0.000506,8.100000000000007e-05,1642208187432305738,18
81,0.000482,2.400000000000004e-05,1642208187532622486,18
82,0.000484,1.9999999999999944e-06,1642208187632917904,18
83,0.000487,3.0000000000000187e-06,1642208187733344214,18
84,0.000351,0.000136,1642208187833379884,18
85,0.000373,2.1999999999999993e-05,1642208187933735480,18
86,0.000364,9.000000000000002e-06,1642208188034095665,18
87,0.000365,9.9999999999997e-07,1642208188134449248,18
88,0.000369,4.000000000000043e-06,1642208188234778261,18
89,0.000364,5.000000000000013e-06,1642208188335097644,18
90,0.000357,7.0000000000000075e-06,1642208188435399177,18
91,0.000355,1.9999999999999944e-06,1642208188535720703,18
92,0.000381,2.599999999999998e-05,1642208188636129954,18
93,0.000385,3.999999999999989e-06,1642208188736418647,18
94,0.000419,3.400000000000001e-05,1642208188836776927,18
95,0.000543,0.00012399999999999998,1642208188937367287,18
96,0.000483,5.9999999999999995e-05,1642208189037577104,18
97,0.00049,7.0000000000000075e-06,1642208189137936913,18
98,0.000365,0.000125,1642208189238004778,18
99,0.000482,0.00011700000000000002,1642208189338516323,18
100,0.0004,8.199999999999999e-05,1642208189438742695,18
101,0.000488,8.799999999999997e-05,1642208189539255467,18
