index,latency,recv-time,recv-size
1,0.000586,0.000586,1642206112402386488,18
2,0.000337,0.00024900000000000004,1642206112498375625,18
3,0.000376,3.899999999999997e-05,1642206112598674072,18
4,0.000337,3.899999999999997e-05,1642206112698919745,18
5,0.000387,4.999999999999997e-05,1642206112799406979,18
6,0.00035,3.699999999999998e-05,1642206112899639908,18
7,0.000359,9.000000000000002e-06,1642206112999930828,18
8,0.000341,1.8000000000000004e-05,1642206113100226400,18
9,0.00036,1.9000000000000028e-05,1642206113200582812,18
10,0.000313,4.7000000000000004e-05,1642206113300767781,18
11,0.000376,6.299999999999996e-05,1642206113401253301,18
12,0.000333,4.299999999999996e-05,1642206113501525498,18
13,0.000375,4.199999999999999e-05,1642206113601893886,18
14,0.000321,5.400000000000001e-05,1642206113702127087,18
15,0.000367,4.599999999999998e-05,1642206113802534830,18
16,0.000478,0.00011100000000000004,1642206113903043825,18
17,0.000508,2.999999999999997e-05,1642206114003426047,18
18,0.000486,2.1999999999999993e-05,1642206114103736204,18
19,0.000506,2.0000000000000052e-05,1642206114204058106,18
20,0.000459,4.700000000000006e-05,1642206114304284321,18
21,0.000485,2.6000000000000036e-05,1642206114404691510,18
22,0.000411,7.400000000000001e-05,1642206114504915272,18
23,0.000499,8.799999999999997e-05,1642206114605411756,18
24,0.000393,0.00010599999999999997,1642206114705501751,18
25,0.000478,8.5e-05,1642206114805925454,18
26,0.000365,0.00011300000000000004,1642206114906059825,18
27,0.000503,0.000138,1642206115006699452,18
28,0.000355,0.00014799999999999997,1642206115106680760,18
29,0.000352,3.0000000000000187e-06,1642206115206989046,18
30,0.000479,0.000127,1642206115307606401,18
31,0.00048,1.0000000000000243e-06,1642206115407948714,18
32,0.000486,5.999999999999983e-06,1642206115508272730,18
33,0.000503,1.699999999999998e-05,1642206115608644629,18
34,0.000334,0.000169,1642206115708647832,18
35,0.000486,0.000152,1642206115809264110,18
36,0.000479,7.0000000000000075e-06,1642206115909553077,18
37,0.000506,2.700000000000006e-05,1642206116010035876,18
38,0.000351,0.00015500000000000003,1642206116109985299,18
39,0.000479,0.00012799999999999997,1642206116210581513,18
40,0.00038,9.899999999999997e-05,1642206116310691150,18
41,0.000384,3.999999999999989e-06,1642206116411036303,18
42,0.000505,0.00012100000000000001,1642206116511723459,18
43,0.000486,1.9000000000000028e-05,1642206116611916464,18
44,0.000486,0.0,1642206116712346958,18
45,0.000503,1.699999999999998e-05,1642206116812686571,18
46,0.000346,0.00015699999999999997,1642206116912622601,18
47,0.000359,1.299999999999999e-05,1642206117012994727,18
48,0.000495,0.000136,1642206117113603160,18
49,0.000483,1.200000000000002e-05,1642206117213901546,18
50,0.000359,0.00012399999999999998,1642206117313991141,18
51,0.000495,0.000136,1642206117414600161,18
52,0.000358,0.00013700000000000002,1642206117514669797,18
53,0.000428,7.000000000000002e-05,1642206117615238521,18
54,0.000501,7.300000000000004e-05,1642206117715674785,18
55,0.000434,6.700000000000006e-05,1642206117815853519,18
56,0.000364,6.999999999999997e-05,1642206117916059159,18
57,0.000355,9.000000000000002e-06,1642206118016351811,18
58,0.000345,1.0000000000000026e-05,1642206118116595932,18
59,0.000382,3.700000000000003e-05,1642206118216984095,18
60,0.000371,1.0999999999999996e-05,1642206118317317229,18
61,0.00032,5.099999999999999e-05,1642206118417550721,18
62,0.000325,4.999999999999959e-06,1642206118517894780,18
63,0.000371,4.6000000000000034e-05,1642206118618270676,18
64,0.000349,2.1999999999999993e-05,1642206118718508345,18
65,0.000363,1.399999999999996e-05,1642206118818871784,18
66,0.00037,7.0000000000000075e-06,1642206118919225356,18
67,0.000515,0.00014500000000000006,1642206119019794347,18
68,0.000493,2.20000000000001e-05,1642206119120047216,18
69,0.000483,9.999999999999972e-06,1642206119220302160,18
70,0.000344,0.00013899999999999996,1642206119320359667,18
71,0.000495,0.00015099999999999998,1642206119420996104,18
72,0.000485,9.999999999999972e-06,1642206119521307813,18
73,0.000486,9.9999999999997e-07,1642206119621631295,18
74,0.000365,0.00012100000000000001,1642206119721706840,18
75,0.000501,0.00013600000000000005,1642206119822314233,18
76,0.000367,0.00013400000000000006,1642206119922349588,18
77,0.000405,3.8e-05,1642206120022788150,18
78,0.000507,0.00010199999999999999,1642206120123251960,18
79,0.000494,1.299999999999999e-05,1642206120223585304,18
80,0.000499,5.000000000000013e-06,1642206120323911432,18
81,0.000489,1.0000000000000026e-05,1642206120424217979,18
82,0.000416,7.299999999999999e-05,1642206120524425530,18
83,0.00035,6.599999999999998e-05,1642206120624633535,18
84,0.000351,1.0000000000000243e-06,1642206120724938578,18
85,0.000499,0.00014799999999999997,1642206120825560161,18
86,0.000371,0.00012799999999999997,1642206120925627731,18
87,0.000501,0.00013000000000000002,1642206121026261398,18
88,0.000369,0.000132,1642206121126267796,18
89,0.00036,9.000000000000002e-06,1642206121226648679,18
90,0.000405,4.4999999999999955e-05,1642206121326994297,18
91,0.000497,9.200000000000007e-05,1642206121427551544,18
92,0.000496,1.0000000000000243e-06,1642206121527905996,18
93,0.000499,2.9999999999999645e-06,1642206121628218838,18
94,0.000453,4.599999999999998e-05,1642206121728449148,18
95,0.000492,3.9000000000000026e-05,1642206121828829091,18
96,0.00032,0.000172,1642206121928788766,18
97,0.000353,3.299999999999999e-05,1642206122029234868,18
98,0.000395,4.199999999999999e-05,1642206122129553271,18
99,0.000486,9.099999999999999e-05,1642206122230065672,18
100,0.000363,0.000123,1642206122330122613,18
101,0.000311,5.199999999999996e-05,1642206122430351055,18
