index,latency,recv-time,recv-size
1,0.000628,0.000628,1642208006391472896,18
2,0.000565,6.300000000000001e-05,1642208006487938510,18
3,0.000403,0.00016199999999999998,1642208006587871554,18
4,0.0005,9.700000000000003e-05,1642208006688386465,18
5,0.000299,0.000201,1642208006788326519,18
6,0.000547,0.00024799999999999996,1642208006889149261,18
7,0.000578,3.0999999999999995e-05,1642208006989598865,18
8,0.000531,4.699999999999995e-05,1642208007089862844,18
9,0.00054,9.000000000000002e-06,1642208007190229142,18
10,0.000467,7.299999999999999e-05,1642208007290376421,18
11,0.000332,0.00013500000000000003,1642208007390458874,18
12,0.000452,0.00011999999999999999,1642208007491030400,18
13,0.000449,2.9999999999999645e-06,1642208007591370472,18
14,0.000361,8.800000000000002e-05,1642208007691488982,18
15,0.000358,3.0000000000000187e-06,1642208007791784005,18
16,0.000404,4.6000000000000034e-05,1642208007892204920,18
17,0.000418,1.4000000000000015e-05,1642208007992539445,18
18,0.000399,1.9000000000000028e-05,1642208008092876493,18
19,0.000456,5.700000000000003e-05,1642208008193308104,18
20,0.000386,7.000000000000002e-05,1642208008293437701,18
21,0.000497,0.00011100000000000004,1642208008393986179,18
22,0.000529,3.199999999999991e-05,1642208008494345762,18
23,0.000485,4.399999999999993e-05,1642208008594600003,18
24,0.000468,1.7000000000000034e-05,1642208008694899755,18
25,0.000503,3.499999999999998e-05,1642208008795355045,18
26,0.000496,6.999999999999953e-06,1642208008895644635,18
27,0.000391,0.000105,1642208008995804618,18
28,0.000502,0.00011099999999999993,1642208009096431458,18
29,0.000411,9.099999999999994e-05,1642208009196537335,18
30,0.000518,0.000107,1642208009297033573,18
31,0.000322,0.000196,1642208009396963630,18
32,0.000552,0.00022999999999999995,1642208009497750040,18
33,0.000566,1.4000000000000015e-05,1642208009598069892,18
34,0.00049,7.6e-05,1642208009698446528,18
35,0.00054,5.000000000000002e-05,1642208009798678962,18
36,0.000427,0.00011299999999999998,1642208009898743815,18
37,0.000481,5.399999999999996e-05,1642208009999278785,18
38,0.000534,5.299999999999999e-05,1642208010099699421,18
39,0.00038,0.00015399999999999995,1642208010199734269,18
40,0.000504,0.00012399999999999998,1642208010300249699,18
41,0.000538,3.399999999999996e-05,1642208010400644387,18
42,0.000497,4.099999999999991e-05,1642208010500943903,18
43,0.000485,1.200000000000002e-05,1642208010601252290,18
44,0.000532,4.7000000000000004e-05,1642208010701715529,18
45,0.000464,6.800000000000003e-05,1642208010801781718,18
46,0.000375,8.9e-05,1642208010901915316,18
47,0.000511,0.00013599999999999994,1642208011002465485,18
48,0.000519,8.000000000000086e-06,1642208011102913897,18
49,0.000388,0.00013100000000000004,1642208011203026228,18
50,0.000478,9.000000000000002e-05,1642208011303512974,18
51,0.000529,5.099999999999994e-05,1642208011403910196,18
52,0.000492,3.6999999999999924e-05,1642208011504286173,18
53,0.00035,0.00014200000000000004,1642208011604225014,18
54,0.000521,0.00017099999999999998,1642208011704879855,18
55,0.000509,1.1999999999999966e-05,1642208011805181761,18
56,0.000388,0.00012100000000000001,1642208011905290491,18
57,0.000542,0.00015399999999999995,1642208012005952588,18
58,0.000507,3.499999999999998e-05,1642208012106251827,18
59,0.000455,5.199999999999996e-05,1642208012206504920,18
60,0.000505,5.000000000000002e-05,1642208012306892727,18
61,0.000511,5.999999999999929e-06,1642208012407209532,18
62,0.000414,9.699999999999997e-05,1642208012507416024,18
63,0.000401,1.299999999999999e-05,1642208012607678597,18
64,0.000396,5.000000000000013e-06,1642208012708019237,18
65,0.000374,2.1999999999999993e-05,1642208012808276909,18
66,0.000352,2.1999999999999993e-05,1642208012908568263,18
67,0.000339,1.299999999999999e-05,1642208013008849767,18
68,0.000379,3.9999999999999996e-05,1642208013109283419,18
69,0.000422,4.3000000000000015e-05,1642208013209759594,18
70,0.000372,5.000000000000002e-05,1642208013309937775,18
71,0.000379,7.0000000000000075e-06,1642208013410257604,18
72,0.000352,2.7000000000000006e-05,1642208013510534789,18
73,0.000495,0.000143,1642208013611148142,18
74,0.000515,2.0000000000000052e-05,1642208013711552364,18
75,0.00048,3.500000000000004e-05,1642208013811717097,18
76,0.000367,0.00011300000000000004,1642208013911792495,18
77,0.000489,0.00012199999999999998,1642208014012443291,18
78,0.00055,6.100000000000007e-05,1642208014112920636,18
79,0.000534,1.6000000000000064e-05,1642208014213227466,18
80,0.000529,5.000000000000013e-06,1642208014313525889,18
81,0.00053,1.0000000000000243e-06,1642208014413913478,18
82,0.000539,9.000000000000002e-06,1642208014514246670,18
83,0.000496,4.299999999999996e-05,1642208014614516306,18
84,0.000481,1.500000000000004e-05,1642208014714842716,18
85,0.000505,2.400000000000004e-05,1642208014815190803,18
86,0.000477,2.800000000000003e-05,1642208014915516623,18
87,0.000496,1.9000000000000028e-05,1642208015015855986,18
88,0.000503,6.999999999999953e-06,1642208015116213691,18
89,0.000483,1.9999999999999998e-05,1642208015216558128,18
90,0.000485,2.0000000000000486e-06,1642208015316863069,18
91,0.000472,1.3000000000000045e-05,1642208015417155781,18
92,0.000521,4.9e-05,1642208015517629686,18
93,0.000497,2.3999999999999933e-05,1642208015617934984,18
94,0.000531,3.399999999999996e-05,1642208015718362693,18
95,0.000476,5.499999999999998e-05,1642208015818568973,18
96,0.000357,0.00011900000000000002,1642208015918638467,18
97,0.000497,0.00014000000000000004,1642208016019299397,18
98,0.000549,5.199999999999996e-05,1642208016119768436,18
99,0.000484,6.500000000000001e-05,1642208016219938195,18
100,0.000482,1.9999999999999944e-06,1642208016320219872,18
101,0.000325,0.00015700000000000002,1642208016420244339,18
