index,latency,jitter,recv-time,recv-size
90,0.00025,6.100000000000002e-05,1644260828311462002,1468
91,0.000197,5.3000000000000014e-05,1644260828311681210,1468
92,0.000146,5.099999999999999e-05,1644260828311848883,1468
93,0.000122,2.4e-05,1644260828312125732,1468
94,0.000153,3.100000000000001e-05,1644260828312467846,1468
95,0.000125,2.8000000000000003e-05,1644260828312735749,1468
96,0.000145,1.9999999999999998e-05,1644260828313078258,1468
97,0.000121,2.4e-05,1644260828313375364,1468
98,0.000122,9.999999999999972e-07,1644260828313749625,1468
99,0.000143,2.100000000000001e-05,1644260828313981605,1468
100,0.000113,3.000000000000001e-05,1644260828314211417,1468
101,0.000118,4.9999999999999996e-06,1644260828314572001,1468
102,0.000124,6.00000000000001e-06,1644260828314887454,1468
103,0.000116,8.000000000000005e-06,1644260828315204744,1468
104,0.00012,4.000000000000002e-06,1644260828315516254,1468
105,0.000117,3.000000000000005e-06,1644260828315818581,1468
106,0.00014,2.299999999999999e-05,1644260828316156380,1468
107,0.000149,9.000000000000002e-06,1644260828316444510,1468
108,0.000119,2.9999999999999984e-05,1644260828316724161,1468
109,0.000146,2.6999999999999992e-05,1644260828317051465,1468
110,0.000106,3.9999999999999996e-05,1644260828317261437,1468
111,0.000101,4.9999999999999996e-06,1644260828317549308,1468
112,0.000103,1.9999999999999944e-06,1644260828317854815,1468
113,0.000105,2.000000000000008e-06,1644260828318166517,1468
114,0.000108,2.9999999999999916e-06,1644260828318489104,1468
115,0.000137,2.9e-05,1644260828318886788,1468
116,0.000107,2.9999999999999997e-05,1644260828319089482,1468
117,0.000115,8.000000000000005e-06,1644260828319405021,1468
118,9.8e-05,1.7000000000000007e-05,1644260828319672115,1468
119,9.9e-05,9.999999999999972e-07,1644260828319970853,1468
120,0.000109,1.0000000000000013e-05,1644260828320335213,1468
121,0.000146,3.699999999999999e-05,1644260828320659206,1468
122,0.00014,6.00000000000001e-06,1644260828320952298,1468
123,0.000126,1.3999999999999988e-05,1644260828321230821,1468
124,0.000123,2.9999999999999916e-06,1644260828321513838,1468
125,0.000154,3.0999999999999995e-05,1644260828321900205,1468
126,0.000134,1.9999999999999998e-05,1644260828322146607,1468
127,0.000142,8.000000000000005e-06,1644260828322494308,1468
128,0.000121,2.100000000000001e-05,1644260828322705347,1468
129,0.000126,4.9999999999999996e-06,1644260828323073865,1468
130,0.00012,5.999999999999997e-06,1644260828323349435,1468
131,0.000125,4.9999999999999996e-06,1644260828323574195,1468
132,0.000119,5.999999999999997e-06,1644260828323877010,1468
133,0.000158,3.8999999999999986e-05,1644260828324300651,1468
134,0.000131,2.699999999999998e-05,1644260828324600837,1468
135,0.000146,1.4999999999999985e-05,1644260828324784592,1468
136,0.000122,2.4e-05,1644260828325104888,1468
137,0.000121,9.999999999999972e-07,1644260828325358450,1468
138,0.000134,1.3000000000000004e-05,1644260828325690229,1468
139,0.000133,9.999999999999972e-07,1644260828325988230,1468
140,0.000128,5.000000000000013e-06,1644260828326216145,1468
141,0.000122,5.999999999999997e-06,1644260828326562549,1468
142,0.000118,4.000000000000002e-06,1644260828326807968,1468
143,0.000134,1.600000000000001e-05,1644260828327168437,1468
144,0.000117,1.7000000000000007e-05,1644260828327396541,1468
145,0.000117,0.0,1644260828327715687,1468
146,0.000126,9.000000000000002e-06,1644260828328009330,1468
147,0.000123,2.9999999999999916e-06,1644260828328300884,1468
148,0.000136,1.299999999999999e-05,1644260828328645195,1468
149,0.000121,1.4999999999999999e-05,1644260828328946934,1468
150,0.000125,4.000000000000002e-06,1644260828329177923,1468
151,0.000117,8.000000000000005e-06,1644260828329492965,1468
152,0.000122,4.9999999999999996e-06,1644260828329798325,1468
153,0.000119,2.9999999999999916e-06,1644260828330087919,1468
154,0.00012,9.999999999999972e-07,1644260828330387564,1468
155,0.000124,4.000000000000002e-06,1644260828330685135,1468
156,0.000118,6.00000000000001e-06,1644260828330972646,1468
157,0.000117,9.999999999999972e-07,1644260828331268568,1468
158,0.000127,9.999999999999999e-06,1644260828331587220,1468
159,0.000117,9.999999999999999e-06,1644260828331861270,1468
160,0.000132,1.5000000000000012e-05,1644260828332188806,1468
161,0.000128,4.000000000000016e-06,1644260828332484484,1468
162,0.000182,5.400000000000001e-05,1644260828332894917,1468
163,0.000158,2.4000000000000014e-05,1644260828333223247,1468
164,0.00015,8.000000000000005e-06,1644260828333379276,1468
165,0.000106,4.3999999999999985e-05,1644260828333640501,1468
166,0.000132,2.600000000000001e-05,1644260828334064459,1468
167,0.000103,2.9000000000000014e-05,1644260828334158142,1468
168,0.000126,2.3000000000000003e-05,1644260828334536122,1468
169,0.000121,4.9999999999999996e-06,1644260828334823256,1468
170,0.000116,4.9999999999999996e-06,1644260828335141334,1468
171,0.000117,9.999999999999972e-07,1644260828335438527,1468
172,0.000116,9.999999999999972e-07,1644260828335729743,1468
173,0.000141,2.500000000000001e-05,1644260828336031187,1468
174,0.000118,2.3000000000000017e-05,1644260828336313962,1468
175,0.000125,7.0000000000000075e-06,1644260828336590902,1468
176,0.000148,2.299999999999999e-05,1644260828336931348,1468
177,0.000144,3.999999999999989e-06,1644260828337211073,1468
178,0.000143,9.999999999999972e-07,1644260828337507560,1468
179,0.000119,2.4e-05,1644260828337789880,1468
180,0.000117,2.000000000000008e-06,1644260828338087221,1468
181,0.00014,2.299999999999999e-05,1644260828338386417,1468
182,0.000118,2.1999999999999993e-05,1644260828338673150,1468
183,0.000143,2.500000000000001e-05,1644260828338979832,1468
184,0.000142,9.999999999999972e-07,1644260828339275138,1468
185,0.000142,0.0,1644260828339569006,1468
186,0.000106,3.600000000000001e-05,1644260828339790737,1468
187,0.000135,2.9e-05,1644260828340192551,1468
188,0.000125,9.999999999999999e-06,1644260828340442520,1468
189,0.000139,1.3999999999999988e-05,1644260828340762362,1468
190,0.000142,3.0000000000000187e-06,1644260828341060759,1468
191,0.000113,2.9000000000000014e-05,1644260828341337615,1468
192,0.00012,7.0000000000000075e-06,1644260828341658284,1468
193,0.000146,2.5999999999999995e-05,1644260828341967939,1468
194,0.000141,4.999999999999986e-06,1644260828342263826,1468
195,0.000141,0.0,1644260828342558388,1468
196,0.000142,9.999999999999972e-07,1644260828342852704,1468
197,0.000143,9.999999999999972e-07,1644260828343147319,1468
198,0.000114,2.9e-05,1644260828343427823,1468
199,0.000117,2.9999999999999916e-06,1644260828343728529,1468
200,0.000156,3.9e-05,1644260828344058072,1468
201,0.000116,3.9999999999999996e-05,1644260828344336445,1468
202,0.000124,8.000000000000005e-06,1644260828344608839,1468
203,0.000142,1.8000000000000004e-05,1644260828344932922,1468
204,0.000155,1.299999999999999e-05,1644260828345254672,1468
205,0.000103,5.2000000000000004e-05,1644260828345450307,1468
206,0.000102,9.999999999999972e-07,1644260828345761300,1468
207,0.000111,9.000000000000002e-06,1644260828346083072,1468
208,0.000144,3.3e-05,1644260828346446392,1468
209,0.000145,9.999999999999972e-07,1644260828346744182,1468
210,0.000146,9.999999999999972e-07,1644260828347042120,1468
211,0.000103,4.3e-05,1644260828347252508,1468
212,0.000159,5.599999999999999e-05,1644260828347783185,1468
213,0.000135,2.3999999999999987e-05,1644260828348000564,1468
214,0.000136,9.999999999999972e-07,1644260828348253958,1468
215,0.000124,1.1999999999999994e-05,1644260828348520179,1468
216,0.000121,3.000000000000005e-06,1644260828348843059,1468
217,0.000123,2.000000000000008e-06,1644260828349187345,1468
218,0.000128,4.999999999999986e-06,1644260828349460220,1468
219,0.000126,1.9999999999999944e-06,1644260828349807035,1468
220,0.000132,6.00000000000001e-06,1644260828350048170,1468
221,0.000142,9.999999999999999e-06,1644260828350367940,1468
222,0.000136,6.00000000000001e-06,1644260828350633464,1468
223,0.000134,1.9999999999999944e-06,1644260828350966992,1468
224,0.000116,1.8000000000000004e-05,1644260828351234646,1468
225,0.00012,4.000000000000002e-06,1644260828351652854,1468
226,0.000106,1.4000000000000001e-05,1644260828351756607,1468
227,0.000122,1.5999999999999996e-05,1644260828352147000,1468
228,0.000124,2.000000000000008e-06,1644260828352497317,1468
229,0.000158,3.3999999999999986e-05,1644260828352810378,1468
230,0.000129,2.9e-05,1644260828353020159,1468
231,0.000127,1.9999999999999944e-06,1644260828353425686,1468
232,0.000105,2.1999999999999993e-05,1644260828353564948,1468
233,0.000115,9.999999999999999e-06,1644260828353952422,1468
234,0.000134,1.9e-05,1644260828354303056,1468
235,0.000115,1.9e-05,1644260828354537714,1468
236,0.000116,9.999999999999972e-07,1644260828354853193,1468
237,0.000113,3.000000000000005e-06,1644260828355129763,1468
238,0.000115,2.000000000000008e-06,1644260828355447608,1468
239,0.000121,5.999999999999997e-06,1644260828355763705,1468
240,0.000153,3.2000000000000005e-05,1644260828356096077,1468
241,0.000126,2.7000000000000006e-05,1644260828356359999,1468
242,0.000119,6.999999999999994e-06,1644260828356682578,1468
243,0.000117,2.000000000000008e-06,1644260828356987552,1468
244,0.000115,1.9999999999999944e-06,1644260828357288683,1468
245,0.000118,2.9999999999999916e-06,1644260828357601401,1468
246,0.000118,0.0,1644260828357977560,1468
247,0.000116,1.9999999999999944e-06,1644260828358296463,1468
248,0.000103,1.3000000000000004e-05,1644260828358394331,1468
249,0.000124,2.100000000000001e-05,1644260828358818452,1468
250,0.000119,4.9999999999999996e-06,1644260828359103636,1468
251,0.000124,4.9999999999999996e-06,1644260828359444641,1468
252,0.000129,4.999999999999986e-06,1644260828359724250,1468
253,0.000116,1.299999999999999e-05,1644260828359984460,1468
254,0.000122,5.999999999999997e-06,1644260828360309214,1468
255,0.000122,0.0,1644260828360658943,1468
256,0.00015,2.799999999999999e-05,1644260828360933776,1468
257,0.000132,1.7999999999999977e-05,1644260828361257934,1468
258,0.00013,2.0000000000000215e-06,1644260828361522203,1468
259,0.000121,8.999999999999988e-06,1644260828361831242,1468
260,0.000127,5.999999999999997e-06,1644260828362102491,1468
261,0.00013,2.9999999999999916e-06,1644260828362448019,1468
262,0.00014,9.999999999999999e-06,1644260828362757771,1468
263,0.000128,1.1999999999999994e-05,1644260828362994253,1468
264,0.000119,8.999999999999988e-06,1644260828363340811,1468
265,0.000125,5.999999999999997e-06,1644260828363684393,1468
266,0.000126,9.999999999999972e-07,1644260828363888063,1468
267,0.000125,9.999999999999972e-07,1644260828364273333,1468
268,0.000122,3.000000000000005e-06,1644260828364550388,1468
269,0.000128,5.999999999999997e-06,1644260828364822173,1468
270,0.000152,2.4000000000000014e-05,1644260828365129076,1468
271,0.000121,3.100000000000001e-05,1644260828365447043,1468
272,0.000122,9.999999999999972e-07,1644260828365781472,1468
273,0.00013,7.999999999999991e-06,1644260828366037728,1468
274,0.00013,0.0,1644260828366343131,1468
275,0.000126,3.999999999999989e-06,1644260828366631591,1468
276,0.000115,1.0999999999999996e-05,1644260828366888206,1468
277,0.000118,2.9999999999999916e-06,1644260828367187410,1468
278,0.000124,6.00000000000001e-06,1644260828367499775,1468
279,0.000117,7.0000000000000075e-06,1644260828367780902,1468
280,0.000119,2.000000000000008e-06,1644260828368077902,1468
281,0.000132,1.3000000000000004e-05,1644260828368440899,1468
282,0.000119,1.3000000000000004e-05,1644260828368654524,1468
283,0.000123,4.000000000000002e-06,1644260828368949310,1468
284,0.000126,2.9999999999999916e-06,1644260828369244834,1468
285,0.000143,1.7000000000000007e-05,1644260828369571089,1468
286,0.000115,2.8000000000000003e-05,1644260828369855615,1468
287,0.000142,2.7000000000000006e-05,1644260828370160489,1468
288,0.000141,9.999999999999972e-07,1644260828370456906,1468
289,0.000142,9.999999999999972e-07,1644260828370752390,1468
290,0.000142,0.0,1644260828371048683,1468
291,0.000116,2.600000000000001e-05,1644260828371334601,1468
292,0.000116,0.0,1644260828371627915,1468
293,0.000118,1.9999999999999944e-06,1644260828371930139,1468
294,0.000123,5.000000000000013e-06,1644260828372221850,1468
295,0.000125,1.9999999999999944e-06,1644260828372496191,1468
296,0.000142,1.7000000000000007e-05,1644260828372821021,1468
297,0.000118,2.4000000000000014e-05,1644260828373103063,1468
298,0.000116,1.9999999999999944e-06,1644260828373394887,1468
299,0.000121,4.9999999999999996e-06,1644260828373700910,1468
300,0.000115,5.999999999999997e-06,1644260828373983533,1468
301,0.000148,3.299999999999999e-05,1644260828374310839,1468
302,0.000116,3.199999999999999e-05,1644260828374581927,1468
303,0.000116,0.0,1644260828374872745,1468
304,0.000118,1.9999999999999944e-06,1644260828375176473,1468
305,0.000143,2.500000000000001e-05,1644260828375479249,1468
306,0.000114,2.9e-05,1644260828375760865,1468
307,0.000144,2.9999999999999997e-05,1644260828376069677,1468
308,0.000117,2.7000000000000006e-05,1644260828376346789,1468
309,0.000119,2.000000000000008e-06,1644260828376658457,1468
310,0.000141,2.2000000000000006e-05,1644260828376955724,1468
311,0.000149,7.999999999999978e-06,1644260828377264126,1468
312,0.000143,5.999999999999983e-06,1644260828377547534,1468
313,0.000144,9.999999999999972e-07,1644260828377843367,1468
314,0.000115,2.9e-05,1644260828378122021,1468
315,0.000129,1.3999999999999988e-05,1644260828378404885,1468
316,0.000143,1.4000000000000015e-05,1644260828378729259,1468
317,0.000115,2.8000000000000003e-05,1644260828379008288,1468
318,0.000117,1.9999999999999944e-06,1644260828379304037,1468
319,0.000143,2.600000000000001e-05,1644260828379615854,1468
320,0.000116,2.7000000000000006e-05,1644260828379898794,1468
321,0.000149,3.299999999999999e-05,1644260828380217024,1468
322,0.000136,1.299999999999999e-05,1644260828380495109,1468
323,0.000116,1.9999999999999998e-05,1644260828380780561,1468
324,0.000145,2.9e-05,1644260828381097579,1468
325,0.000116,2.9e-05,1644260828381376335,1468
326,0.000114,1.9999999999999944e-06,1644260828381627615,1468
327,0.000141,2.7000000000000006e-05,1644260828381947919,1468
328,0.000115,2.600000000000001e-05,1644260828382232747,1468
329,0.000128,1.299999999999999e-05,1644260828382513112,1468
330,0.000119,8.999999999999988e-06,1644260828382824394,1468
331,0.000118,1.0000000000000108e-06,1644260828383124903,1468
332,0.000114,3.999999999999989e-06,1644260828383405858,1468
333,0.000144,2.9999999999999997e-05,1644260828383725939,1468
334,0.000115,2.9e-05,1644260828384005257,1468
335,0.00012,4.9999999999999996e-06,1644260828384303498,1468
336,0.000123,3.000000000000005e-06,1644260828384578586,1468
337,0.000143,1.9999999999999998e-05,1644260828384907095,1468
338,0.000116,2.7000000000000006e-05,1644260828385191321,1468
339,0.000115,9.999999999999972e-07,1644260828385483527,1468
340,0.000117,1.9999999999999944e-06,1644260828385776820,1468
341,0.000119,2.000000000000008e-06,1644260828386082347,1468
342,0.000143,2.4e-05,1644260828386383743,1468
343,0.000144,9.999999999999972e-07,1644260828386679321,1468
344,0.000144,0.0,1644260828386975940,1468
345,0.000111,3.3e-05,1644260828387242576,1468
346,0.000113,1.9999999999999944e-06,1644260828387544581,1468
347,0.000116,3.000000000000005e-06,1644260828387848521,1468
348,0.000131,1.5000000000000012e-05,1644260828388171681,1468
349,0.000124,7.0000000000000075e-06,1644260828388422230,1468
350,0.000142,1.8000000000000004e-05,1644260828388748307,1468
351,0.000143,9.999999999999972e-07,1644260828389044414,1468
352,0.000143,0.0,1644260828389339984,1468
353,0.000145,1.9999999999999944e-06,1644260828389636532,1468
354,0.000112,3.3e-05,1644260828389904553,1468
355,0.000117,4.9999999999999996e-06,1644260828390212404,1468
356,0.000128,1.0999999999999996e-05,1644260828390492180,1468
357,0.000143,1.5000000000000012e-05,1644260828390816330,1468
358,0.000143,0.0,1644260828391111601,1468
359,0.000116,2.7000000000000006e-05,1644260828391391455,1468
360,0.000143,2.7000000000000006e-05,1644260828391702890,1468
361,0.000115,2.8000000000000003e-05,1644260828391984122,1468
362,0.000122,6.999999999999994e-06,1644260828392277277,1468
363,0.000139,1.6999999999999993e-05,1644260828392584398,1468
364,0.000114,2.4999999999999984e-05,1644260828392870663,1468
365,0.000118,3.999999999999989e-06,1644260828393164681,1468
366,0.000143,2.500000000000001e-05,1644260828393474733,1468
367,0.000143,0.0,1644260828393771377,1468
368,0.000142,9.999999999999972e-07,1644260828394065574,1468
369,0.000144,1.9999999999999944e-06,1644260828394361211,1468
370,0.000115,2.9e-05,1644260828394643221,1468
371,0.000147,3.199999999999999e-05,1644260828394959489,1468
372,0.000154,7.0000000000000075e-06,1644260828395268529,1468
373,0.000106,4.8e-05,1644260828395468672,1468
374,0.000116,9.999999999999999e-06,1644260828395822890,1468
375,0.000149,3.299999999999999e-05,1644260828396154517,1468
376,0.000117,3.199999999999999e-05,1644260828396436224,1468
377,0.000148,3.0999999999999995e-05,1644260828396747798,1468
378,0.000123,2.4999999999999984e-05,1644260828397030676,1468
379,0.000149,2.599999999999998e-05,1644260828397343321,1468
380,0.000112,3.699999999999999e-05,1644260828397563876,1468
381,0.000118,5.999999999999997e-06,1644260828397909237,1468
382,0.000124,6.00000000000001e-06,1644260828398220916,1468
383,0.000121,3.000000000000005e-06,1644260828398516947,1468
384,0.000119,1.9999999999999944e-06,1644260828398806194,1468
385,0.000122,2.9999999999999916e-06,1644260828399110360,1468
386,0.000119,2.9999999999999916e-06,1644260828399405629,1468
387,0.000145,2.5999999999999995e-05,1644260828399712783,1468
388,0.000145,0.0,1644260828400008939,1468
389,0.000117,2.8000000000000003e-05,1644260828400351381,1468
390,0.000124,7.0000000000000075e-06,1644260828400584526,1468
391,0.000125,9.999999999999972e-07,1644260828400909795,1468
392,0.000127,1.9999999999999944e-06,1644260828401206931,1468
393,0.000141,1.4000000000000015e-05,1644260828401484613,1468
394,0.000142,9.999999999999972e-07,1644260828401780373,1468
395,0.000127,1.5000000000000012e-05,1644260828402046303,1468
396,0.00015,2.299999999999999e-05,1644260828402386118,1468
397,0.000114,3.599999999999998e-05,1644260828402654861,1468
398,0.000116,1.9999999999999944e-06,1644260828402947379,1468
399,0.00014,2.3999999999999987e-05,1644260828403255011,1468
400,0.000141,1.0000000000000243e-06,1644260828403552804,1468
401,0.000143,1.9999999999999944e-06,1644260828403848694,1468
402,0.000143,0.0,1644260828404143816,1468
403,0.000124,1.9e-05,1644260828404410276,1468
404,0.000116,8.000000000000005e-06,1644260828404724462,1468
405,0.000117,9.999999999999972e-07,1644260828405023610,1468
406,0.000116,9.999999999999972e-07,1644260828405314339,1468
407,0.000142,2.600000000000001e-05,1644260828405622382,1468
408,0.000142,0.0,1644260828405917356,1468
409,0.000143,9.999999999999972e-07,1644260828406212884,1468
410,0.000144,9.999999999999972e-07,1644260828406509222,1468
411,0.000144,0.0,1644260828406805916,1468
412,0.000108,3.600000000000001e-05,1644260828407071945,1468
413,0.000116,8.000000000000005e-06,1644260828407379834,1468
414,0.000118,1.9999999999999944e-06,1644260828407681622,1468
415,0.000143,2.500000000000001e-05,1644260828407985690,1468
416,0.000121,2.2000000000000006e-05,1644260828408268812,1468
417,0.000118,3.000000000000005e-06,1644260828408571943,1468
418,0.000117,9.999999999999972e-07,1644260828408863138,1468
419,0.000143,2.600000000000001e-05,1644260828409167488,1468
420,0.000142,9.999999999999972e-07,1644260828409463041,1468
421,0.000142,0.0,1644260828409758816,1468
422,0.000116,2.600000000000001e-05,1644260828410042468,1468
423,0.000118,1.9999999999999944e-06,1644260828410334253,1468
424,0.000118,0.0,1644260828410628799,1468
425,0.000119,1.0000000000000108e-06,1644260828410928210,1468
426,0.000117,2.000000000000008e-06,1644260828411221066,1468
427,0.000118,9.999999999999972e-07,1644260828411522629,1468
428,0.000141,2.3000000000000017e-05,1644260828411823462,1468
429,0.000116,2.500000000000001e-05,1644260828412114130,1468
430,0.000118,1.9999999999999944e-06,1644260828412417245,1468
431,0.000118,0.0,1644260828412705738,1468
432,0.000143,2.500000000000001e-05,1644260828413008735,1468
433,0.000143,0.0,1644260828413305417,1468
434,0.000145,1.9999999999999944e-06,1644260828413603824,1468
435,0.000145,0.0,1644260828413898668,1468
436,0.00011,3.5e-05,1644260828414164110,1468
437,0.000119,9.000000000000002e-06,1644260828414475948,1468
438,0.000145,2.5999999999999995e-05,1644260828414786012,1468
439,0.000116,2.9e-05,1644260828415065583,1468
440,0.000149,3.299999999999999e-05,1644260828415383996,1468
441,0.000144,4.999999999999986e-06,1644260828415677100,1468
442,0.000116,2.8000000000000003e-05,1644260828415951026,1468
443,0.000118,1.9999999999999944e-06,1644260828416294713,1468
444,0.000116,1.9999999999999944e-06,1644260828416558372,1468
445,0.000143,2.7000000000000006e-05,1644260828416858777,1468
446,0.000142,9.999999999999972e-07,1644260828417154257,1468
447,0.000115,2.7000000000000006e-05,1644260828417435208,1468
448,0.000118,2.9999999999999916e-06,1644260828417737819,1468
449,0.000119,1.0000000000000108e-06,1644260828418027514,1468
450,0.000117,2.000000000000008e-06,1644260828418320436,1468
451,0.000144,2.7000000000000006e-05,1644260828418631704,1468
452,0.000145,9.999999999999972e-07,1644260828418928104,1468
453,0.000141,3.999999999999989e-06,1644260828419217554,1468
454,0.000101,4.000000000000001e-05,1644260828419430534,1468
455,0.00011,9.000000000000002e-06,1644260828419784516,1468
456,0.000146,3.5999999999999994e-05,1644260828420110604,1468
457,0.000129,1.7000000000000007e-05,1644260828420422438,1468
458,0.000144,1.5000000000000012e-05,1644260828420703082,1468
459,0.000146,1.9999999999999944e-06,1644260828421000021,1468
460,0.00011,3.5999999999999994e-05,1644260828421273522,1468
461,0.00012,9.999999999999999e-06,1644260828421582096,1468
462,0.000143,2.3000000000000003e-05,1644260828421884642,1468
463,0.000143,0.0,1644260828422180372,1468
464,0.000143,0.0,1644260828422475203,1468
465,0.000115,2.8000000000000003e-05,1644260828422756514,1468
466,0.000143,2.8000000000000003e-05,1644260828423065497,1468
467,0.000115,2.8000000000000003e-05,1644260828423347567,1468
468,0.000128,1.299999999999999e-05,1644260828423626909,1468
469,0.000115,1.299999999999999e-05,1644260828423939332,1468
470,0.000123,8.000000000000005e-06,1644260828424272936,1468
471,0.000117,6.00000000000001e-06,1644260828424538445,1468
472,0.000117,0.0,1644260828424829428,1468
473,0.000119,2.000000000000008e-06,1644260828425123118,1468
474,0.000119,0.0,1644260828425416615,1468
475,0.000117,2.000000000000008e-06,1644260828425718373,1468
476,0.000142,2.500000000000001e-05,1644260828426020901,1468
477,0.000143,9.999999999999972e-07,1644260828426316935,1468
478,0.000144,9.999999999999972e-07,1644260828426612067,1468
479,0.000116,2.8000000000000003e-05,1644260828426894038,1468
480,0.000117,9.999999999999972e-07,1644260828427190107,1468
481,0.000142,2.500000000000001e-05,1644260828427497603,1468
482,0.00015,7.999999999999978e-06,1644260828427805993,1468
483,0.000116,3.3999999999999986e-05,1644260828428077844,1468
484,0.000133,1.7000000000000007e-05,1644260828428412768,1468
485,0.000118,1.5000000000000012e-05,1644260828428674768,1468
