index,latency,recv-time,recv-size
1,0.000516,0.000516,1642206440426499467,18
2,0.000456,5.999999999999994e-05,1642206440522356413,18
3,0.00087,0.000414,1642206440623471387,18
4,0.000382,0.000488,1642206440722760579,18
5,0.000489,0.00010699999999999994,1642206440823285779,18
6,0.001764,0.001275,1642206440926096430,18
7,0.002204,0.00043999999999999985,1642206441027411901,18
8,0.000326,0.001878,1642206441123966906,18
9,0.000382,5.6000000000000006e-05,1642206441224320431,18
10,0.000308,7.400000000000001e-05,1642206441324532845,18
11,0.000349,4.100000000000002e-05,1642206441424952516,18
12,0.000406,5.6999999999999976e-05,1642206441525355343,18
13,0.001623,0.0012170000000000002,1642206441628101649,18
14,0.000616,0.001007,1642206441726376833,18
15,0.000402,0.000214,1642206441826254780,18
16,0.001378,0.0009760000000000001,1642206441928501768,18
17,0.00039,0.0009880000000000002,1642206442026827424,18
18,0.000536,0.00014600000000000003,1642206442127456907,18
19,0.000387,0.00014900000000000004,1642206442227439718,18
20,0.000553,0.00016600000000000002,1642206442328117983,18
21,0.001801,0.001248,1642206442430917253,18
22,0.001562,0.00023900000000000006,1642206442530735906,18
23,0.001712,0.00014999999999999996,1642206442631363758,18
24,0.000367,0.001345,1642206442728981476,18
25,0.001882,0.001515,1642206442832343715,18
26,0.000369,0.001513,1642206442929805315,18
27,0.000492,0.000123,1642206443030346614,18
28,0.000385,0.00010700000000000005,1642206443130546470,18
29,0.000347,3.8e-05,1642206443230752524,18
30,0.001766,0.0014190000000000001,1642206443333925199,18
31,0.000486,0.0012799999999999999,1642206443431686518,18
32,0.000436,4.999999999999997e-05,1642206443531966795,18
33,0.000519,8.300000000000001e-05,1642206443632436501,18
34,0.000342,0.00017700000000000002,1642206443732391846,18
35,0.000499,0.00015699999999999997,1642206443833022393,18
36,0.000804,0.00030500000000000004,1642206443933914845,18
37,0.000496,0.000308,1642206444033662447,18
38,0.000425,7.100000000000005e-05,1642206444134048885,18
39,0.000361,6.399999999999998e-05,1642206444234337655,18
40,0.000403,4.199999999999999e-05,1642206444334847335,18
41,0.000484,8.100000000000002e-05,1642206444435337398,18
42,0.0014,0.0009159999999999999,1642206444537754832,18
43,0.0017,0.0002999999999999999,1642206444638718151,18
44,0.000784,0.0009159999999999999,1642206444737312337,18
45,0.0005,0.00028399999999999996,1642206444837305673,18
46,0.000533,3.300000000000004e-05,1642206444937593257,18
47,0.000428,0.00010500000000000006,1642206445037980843,18
48,0.00117,0.000742,1642206445139967028,18
49,0.000343,0.000827,1642206445238674945,18
50,0.000483,0.00014,1642206445339457717,18
51,0.000513,3.0000000000000024e-05,1642206445439873549,18
52,0.000504,9.000000000000002e-06,1642206445540182424,18
53,0.000533,2.9000000000000054e-05,1642206445640785566,18
54,0.00039,0.00014300000000000006,1642206445740846054,18
55,0.000495,0.000105,1642206445841528609,18
56,0.000417,7.8e-05,1642206445941737737,18
57,0.00061,0.00019299999999999997,1642206446042557868,18
58,0.001905,0.0012950000000000001,1642206446145626811,18
59,0.000532,0.001373,1642206446243173187,18
60,0.000359,0.00017300000000000003,1642206446343380129,18
61,0.001185,0.0008260000000000001,1642206446445391203,18
62,0.000801,0.0003840000000000001,1642206446545089815,18
63,0.000446,0.00035499999999999996,1642206446644868361,18
64,0.000348,9.8e-05,1642206446745012223,18
65,0.000374,2.599999999999998e-05,1642206446845528535,18
66,0.000331,4.299999999999996e-05,1642206446945762607,18
67,0.000754,0.000423,1642206447047167441,18
68,0.00045,0.000304,1642206447147049323,18
69,0.000376,7.400000000000001e-05,1642206447247294156,18
70,0.000363,1.299999999999999e-05,1642206447347731615,18
71,0.000361,1.9999999999999944e-06,1642206447448053746,18
72,0.000371,1.0000000000000026e-05,1642206447548388930,18
73,0.000387,1.5999999999999955e-05,1642206447648920059,18
74,0.000361,2.599999999999998e-05,1642206447749095435,18
75,0.001537,0.001176,1642206447851913856,18
76,0.000356,0.001181,1642206447949882962,18
77,0.000708,0.000352,1642206448050945629,18
78,0.000448,0.00026,1642206448150922691,18
79,0.000478,3.0000000000000024e-05,1642206448251361568,18
80,0.000494,1.5999999999999955e-05,1642206448351832923,18
81,0.000548,5.400000000000001e-05,1642206448452278682,18
82,0.002069,0.0015210000000000002,1642206448555782044,18
83,0.000508,0.001561,1642206448653182003,18
84,0.000672,0.00016399999999999997,1642206448753942493,18
85,0.000511,0.000161,1642206448854088646,18
86,0.000385,0.00012599999999999997,1642206448954129477,18
87,0.000519,0.00013400000000000006,1642206449054984709,18
88,0.000422,9.700000000000003e-05,1642206449155258579,18
89,0.000514,9.200000000000001e-05,1642206449255880342,18
90,0.00045,6.400000000000004e-05,1642206449356190033,18
91,0.000335,0.00011499999999999998,1642206449456325657,18
92,0.000485,0.00015000000000000001,1642206449557107189,18
93,0.001451,0.0009660000000000001,1642206449659500435,18
94,0.002348,0.0008969999999999998,1642206449761745120,18
95,0.002113,0.00023499999999999997,1642206449861667058,18
96,0.000328,0.001785,1642206449958454972,18
97,0.001984,0.0016560000000000001,1642206450062233726,18
98,0.00165,0.0003340000000000001,1642206450162059951,18
99,0.000399,0.001251,1642206450259990305,18
100,0.001226,0.000827,1642206450362003562,18
101,0.001116,0.00011000000000000007,1642206450462179177,18
